9606.ENSP00000234091	9606.ENSP00000360266	ID2	JUN	9606	0.416	0	0	0	0.097	0	0	0.38
9606.ENSP00000234091	9606.ENSP00000486891	ID2	TCF7L2	9606	0.525	0	0	0	0.048	0	0	0.522
9606.ENSP00000234198	9606.ENSP00000360266	DLX2	JUN	9606	0.446	0	0	0	0.045	0	0	0.444
9606.ENSP00000239223	9606.ENSP00000356832	DUSP1	SGK1	9606	0.611	0	0	0	0.227	0.085	0	0.495
9606.ENSP00000239223	9606.ENSP00000344352	DUSP1	ATF3	9606	0.833	0	0	0	0.349	0.094	0	0.74
9606.ENSP00000239223	9606.ENSP00000360266	DUSP1	JUN	9606	0.911	0	0	0	0.482	0.103	0	0.824
9606.ENSP00000239223	9606.ENSP00000306245	DUSP1	FOS	9606	0.961	0	0	0	0.801	0.13	0	0.795
9606.ENSP00000242776	9606.ENSP00000416959	DDX39A	TRA2B	9606	0.413	0	0	0	0.268	0.113	0	0.168
9606.ENSP00000242776	9606.ENSP00000346120	DDX39A	DDX21	9606	0.482	0	0	0.151	0.139	0	0	0.348
9606.ENSP00000242776	9606.ENSP00000371858	DDX39A	NOP2	9606	0.506	0	0	0	0.422	0.147	0	0.078
9606.ENSP00000242776	9606.ENSP00000362820	DDX39A	SRSF3	9606	0.529	0	0	0	0.304	0	0	0.351
9606.ENSP00000242776	9606.ENSP00000310596	DDX39A	LSM1	9606	0.553	0	0	0	0.078	0.272	0	0.387
9606.ENSP00000242776	9606.ENSP00000264279	DDX39A	NOP58	9606	0.563	0.057	0	0	0.284	0.313	0	0.169
9606.ENSP00000242776	9606.ENSP00000480421	DDX39A	SRRT	9606	0.619	0	0	0	0.467	0	0	0.315
9606.ENSP00000242776	9606.ENSP00000298281	DDX39A	PCF11	9606	0.75	0	0	0	0.083	0.094	0.5	0.469
9606.ENSP00000242776	9606.ENSP00000436679	DDX39A	NXF1	9606	0.828	0	0	0	0.209	0.114	0.4	0.639
9606.ENSP00000246868	9606.ENSP00000368887	SBDS	PAK1IP1	9606	0.428	0	0	0	0.26	0	0	0.258
9606.ENSP00000246868	9606.ENSP00000270538	SBDS	TIMM44	9606	0.428	0	0	0	0.049	0.424	0	0
9606.ENSP00000246868	9606.ENSP00000327179	SBDS	UTP4	9606	0.467	0	0	0	0.126	0	0	0.415
9606.ENSP00000246868	9606.ENSP00000402338	SBDS	RPF2	9606	0.489	0	0	0	0.28	0	0	0.318
9606.ENSP00000246868	9606.ENSP00000255631	SBDS	HSPBP1	9606	0.495	0	0	0	0.111	0.403	0	0.125
9606.ENSP00000246868	9606.ENSP00000315017	SBDS	MRPL1	9606	0.62	0	0	0	0.594	0	0	0.102
9606.ENSP00000246868	9606.ENSP00000265245	SBDS	LSG1	9606	0.645	0	0	0	0.124	0.053	0	0.606
9606.ENSP00000246868	9606.ENSP00000417559	SBDS	NMD3	9606	0.698	0	0	0	0.198	0.072	0	0.627
9606.ENSP00000247191	9606.ENSP00000383178	DLGAP5	DIAPH3	9606	0.543	0	0	0	0.518	0.056	0	0.076
9606.ENSP00000247191	9606.ENSP00000315644	DLGAP5	TYMS	9606	0.672	0	0	0	0.559	0	0	0.287
9606.ENSP00000247191	9606.ENSP00000355958	DLGAP5	DTL	9606	0.756	0	0	0	0.706	0	0	0.204
9606.ENSP00000247191	9606.ENSP00000300093	DLGAP5	PLK1	9606	0.807	0	0	0	0.646	0	0	0.479
9606.ENSP00000247191	9606.ENSP00000300035	DLGAP5	PCLAF	9606	0.881	0	0	0	0.769	0	0	0.505
9606.ENSP00000247191	9606.ENSP00000328228	DLGAP5	CDCA2	9606	0.898	0	0	0	0.817	0	0	0.465
9606.ENSP00000247191	9606.ENSP00000363055	DLGAP5	ZWINT	9606	0.92	0	0	0	0.787	0	0	0.643
9606.ENSP00000247191	9606.ENSP00000263181	DLGAP5	KIF18A	9606	0.945	0	0	0	0.816	0	0	0.714
9606.ENSP00000247191	9606.ENSP00000353770	DLGAP5	RRM2	9606	0.95	0	0	0	0.848	0	0	0.683
9606.ENSP00000247191	9606.ENSP00000499238	DLGAP5	NUSAP1	9606	0.965	0	0	0	0.865	0	0	0.752
9606.ENSP00000251636	9606.ENSP00000327179	DHX29	UTP4	9606	0.417	0	0	0	0.208	0.27	0	0.073
9606.ENSP00000251636	9606.ENSP00000377944	DHX29	UTP14A	9606	0.459	0	0	0	0.245	0.273	0	0.093
9606.ENSP00000251636	9606.ENSP00000496832	DHX29	ISG15	9606	0.564	0	0	0	0.052	0.063	0.54	0.059
9606.ENSP00000251636	9606.ENSP00000315379	DHX29	PRPF3	9606	0.577	0	0	0	0.153	0.126	0	0.475
9606.ENSP00000251636	9606.ENSP00000346120	DHX29	DDX21	9606	0.582	0	0	0	0.093	0.122	0	0.517
9606.ENSP00000251636	9606.ENSP00000419449	DHX29	EIF1	9606	0.967	0	0	0	0.077	0.045	0.54	0.929
9606.ENSP00000253079	9606.ENSP00000417559	CCDC62	NMD3	9606	0.452	0	0	0	0.087	0	0	0.425
9606.ENSP00000253799	9606.ENSP00000312326	AOC2	AOC3	9606	0.944	0	0	0.056	0.149	0.367	0.9	0.069
9606.ENSP00000254250	9606.ENSP00000379847	THAP1	ZNF143	9606	0.611	0	0	0	0.532	0	0	0.203
9606.ENSP00000255631	9606.ENSP00000356202	HSPBP1	MTRF1L	9606	0.425	0	0	0	0.056	0.367	0	0.116
9606.ENSP00000255631	9606.ENSP00000434729	HSPBP1	ATP6V0B	9606	0.47	0.046	0	0	0.396	0	0	0.155
9606.ENSP00000255631	9606.ENSP00000367203	HSPBP1	KDM6A	9606	0.513	0.045	0	0	0.393	0.071	0	0.204
9606.ENSP00000255631	9606.ENSP00000398882	HSPBP1	DOHH	9606	0.603	0	0	0	0.603	0	0	0
9606.ENSP00000255631	9606.ENSP00000417559	HSPBP1	NMD3	9606	0.682	0	0	0	0.044	0.633	0	0.166
9606.ENSP00000255631	9606.ENSP00000496044	HSPBP1	POLR1C	9606	0.763	0.086	0	0	0.598	0.294	0	0.195
9606.ENSP00000255631	9606.ENSP00000315017	HSPBP1	MRPL1	9606	0.774	0.07	0	0	0.531	0.452	0	0.166
9606.ENSP00000255631	9606.ENSP00000310219	HSPBP1	HSPA6	9606	0.805	0	0	0	0.109	0.703	0	0.321
9606.ENSP00000255631	9606.ENSP00000487365	HSPBP1	HSPH1	9606	0.963	0	0	0	0.106	0.254	0.9	0.521
9606.ENSP00000260372	9606.ENSP00000376297	HAUS2	DYNLL1	9606	0.499	0	0	0	0	0	0.5	0
9606.ENSP00000260372	9606.ENSP00000300093	HAUS2	PLK1	9606	0.517	0	0	0	0.074	0	0.5	0
9606.ENSP00000261637	9606.ENSP00000368887	UTP20	PAK1IP1	9606	0.426	0	0	0	0.409	0	0	0.069
9606.ENSP00000261637	9606.ENSP00000355471	UTP20	TFB2M	9606	0.525	0	0	0	0.337	0.314	0	0
9606.ENSP00000261637	9606.ENSP00000371858	UTP20	NOP2	9606	0.633	0	0	0	0.61	0	0	0.098
9606.ENSP00000261637	9606.ENSP00000364037	UTP20	TEX10	9606	0.674	0	0	0	0.231	0	0.5	0.222
9606.ENSP00000261637	9606.ENSP00000402338	UTP20	RPF2	9606	0.703	0	0	0	0.622	0	0	0.248
9606.ENSP00000261637	9606.ENSP00000265245	UTP20	LSG1	9606	0.714	0	0	0	0.426	0	0	0.522
9606.ENSP00000261637	9606.ENSP00000341324	UTP20	SRFBP1	9606	0.798	0	0	0	0.27	0.297	0.54	0.246
9606.ENSP00000261637	9606.ENSP00000446184	UTP20	RRP12	9606	0.964	0	0	0	0.835	0.095	0	0.781
9606.ENSP00000261637	9606.ENSP00000263657	UTP20	PNO1	9606	0.98	0	0	0	0.156	0.924	0	0.716
9606.ENSP00000261637	9606.ENSP00000377944	UTP20	UTP14A	9606	0.998	0	0	0	0.611	0.959	0.54	0.756
9606.ENSP00000261637	9606.ENSP00000264279	UTP20	NOP58	9606	0.999	0	0	0	0.623	0.993	0.54	0.6
9606.ENSP00000261637	9606.ENSP00000327179	UTP20	UTP4	9606	0.999	0	0	0	0.68	0.991	0.54	0.622
9606.ENSP00000262053	9606.ENSP00000360266	ATF1	JUN	9606	0.432	0	0	0	0.042	0.214	0	0.307
9606.ENSP00000262053	9606.ENSP00000296953	ATF1	CREBRF	9606	0.473	0	0	0	0.047	0.47	0	0
9606.ENSP00000262053	9606.ENSP00000306245	ATF1	FOS	9606	0.61	0	0	0	0.064	0	0	0.6
9606.ENSP00000262053	9606.ENSP00000262367	ATF1	CREBBP	9606	0.746	0	0	0	0.056	0.331	0	0.63
9606.ENSP00000262367	9606.ENSP00000448665	CREBBP	DDIT3	9606	0.4	0	0	0	0	0.326	0	0.145
9606.ENSP00000262367	9606.ENSP00000324693	CREBBP	GRHL1	9606	0.419	0	0	0	0.053	0	0.4	0.06
9606.ENSP00000262367	9606.ENSP00000419060	CREBBP	BRAF	9606	0.465	0	0	0	0.062	0.047	0	0.449
9606.ENSP00000262367	9606.ENSP00000312988	CREBBP	NFKBIB	9606	0.47	0	0	0	0	0	0	0.47
9606.ENSP00000262367	9606.ENSP00000350633	CREBBP	SERTAD1	9606	0.487	0	0	0	0	0.295	0	0.302
9606.ENSP00000262367	9606.ENSP00000367022	CREBBP	H2AC6	9606	0.528	0	0	0	0.056	0.071	0.5	0.052
9606.ENSP00000262367	9606.ENSP00000280612	CREBBP	SLC7A11	9606	0.531	0	0	0	0	0	0.5	0.1
9606.ENSP00000262367	9606.ENSP00000476136	CREBBP	H2BC11	9606	0.572	0	0	0	0.055	0	0.5	0.167
9606.ENSP00000262367	9606.ENSP00000289316	CREBBP	H2BC5	9606	0.581	0	0	0	0.06	0	0.5	0.181
9606.ENSP00000262367	9606.ENSP00000380888	CREBBP	MED13	9606	0.631	0	0	0	0.194	0	0.5	0.159
9606.ENSP00000262367	9606.ENSP00000344352	CREBBP	ATF3	9606	0.681	0	0	0	0.053	0.294	0	0.56
9606.ENSP00000262367	9606.ENSP00000358151	CREBBP	H2BC21	9606	0.776	0	0	0	0.073	0.292	0.5	0.4
9606.ENSP00000262367	9606.ENSP00000367203	CREBBP	KDM6A	9606	0.811	0	0	0	0.187	0.102	0	0.762
9606.ENSP00000262367	9606.ENSP00000484789	CREBBP	H4C5	9606	0.903	0	0	0	0.042	0.9	0	0.072
9606.ENSP00000262367	9606.ENSP00000306245	CREBBP	FOS	9606	0.943	0	0	0	0.067	0.63	0	0.848
9606.ENSP00000262367	9606.ENSP00000486891	CREBBP	TCF7L2	9606	0.966	0	0	0	0.062	0.125	0.9	0.643
9606.ENSP00000262367	9606.ENSP00000360266	CREBBP	JUN	9606	0.994	0	0	0	0.049	0.839	0	0.969
9606.ENSP00000263062	9606.ENSP00000497609	EPC1	INO80	9606	0.437	0	0	0	0.142	0.307	0	0.13
9606.ENSP00000263062	9606.ENSP00000355656	EPC1	H2AW	9606	0.514	0	0	0	0.042	0.223	0.4	0
9606.ENSP00000263062	9606.ENSP00000367022	EPC1	H2AC6	9606	0.517	0	0	0	0.049	0.223	0.4	0
9606.ENSP00000263062	9606.ENSP00000320566	EPC1	ING3	9606	0.996	0	0	0	0.138	0.9	0.9	0.672
9606.ENSP00000263181	9606.ENSP00000300035	KIF18A	PCLAF	9606	0.402	0	0	0	0.31	0	0	0.168
9606.ENSP00000263181	9606.ENSP00000497174	KIF18A	DYNC2H1	9606	0.429	0	0	0	0.076	0.288	0	0.202
9606.ENSP00000263181	9606.ENSP00000355958	KIF18A	DTL	9606	0.433	0	0	0	0.433	0	0	0
9606.ENSP00000263181	9606.ENSP00000383178	KIF18A	DIAPH3	9606	0.501	0	0	0	0.468	0	0	0.101
9606.ENSP00000263181	9606.ENSP00000353770	KIF18A	RRM2	9606	0.512	0	0	0	0.394	0	0	0.227
9606.ENSP00000263181	9606.ENSP00000363055	KIF18A	ZWINT	9606	0.545	0	0	0	0.344	0.065	0	0.318
9606.ENSP00000263181	9606.ENSP00000328228	KIF18A	CDCA2	9606	0.658	0	0	0	0.513	0	0	0.327
9606.ENSP00000263181	9606.ENSP00000499238	KIF18A	NUSAP1	9606	0.713	0	0	0	0.592	0	0	0.325
9606.ENSP00000263181	9606.ENSP00000300093	KIF18A	PLK1	9606	0.927	0	0	0	0.435	0.066	0.8	0.389
9606.ENSP00000263657	9606.ENSP00000364037	PNO1	TEX10	9606	0.417	0	0	0	0.371	0	0	0.111
9606.ENSP00000263657	9606.ENSP00000371858	PNO1	NOP2	9606	0.432	0	0	0	0.376	0	0	0.127
9606.ENSP00000263657	9606.ENSP00000368887	PNO1	PAK1IP1	9606	0.472	0	0	0	0.351	0	0	0.22
9606.ENSP00000263657	9606.ENSP00000268483	PNO1	TXNL4B	9606	0.484	0	0	0	0.049	0	0	0.48
9606.ENSP00000263657	9606.ENSP00000496044	PNO1	POLR1C	9606	0.485	0	0	0	0.483	0	0	0.046
9606.ENSP00000263657	9606.ENSP00000341324	PNO1	SRFBP1	9606	0.489	0	0	0	0.281	0.298	0	0.069
9606.ENSP00000263657	9606.ENSP00000265245	PNO1	LSG1	9606	0.548	0	0	0	0.265	0	0	0.41
9606.ENSP00000263657	9606.ENSP00000355471	PNO1	TFB2M	9606	0.601	0	0	0	0.443	0.313	0	0
9606.ENSP00000263657	9606.ENSP00000346120	PNO1	DDX21	9606	0.618	0	0	0	0.518	0.201	0	0.087
9606.ENSP00000263657	9606.ENSP00000417559	PNO1	NMD3	9606	0.704	0	0	0	0.429	0	0	0.503
9606.ENSP00000263657	9606.ENSP00000402338	PNO1	RPF2	9606	0.844	0	0	0	0.673	0.092	0	0.517
9606.ENSP00000263657	9606.ENSP00000327179	PNO1	UTP4	9606	0.972	0	0	0	0.414	0.951	0	0.122
9606.ENSP00000263657	9606.ENSP00000446184	PNO1	RRP12	9606	0.973	0	0	0	0.273	0.81	0	0.821
9606.ENSP00000263657	9606.ENSP00000264279	PNO1	NOP58	9606	0.978	0	0	0	0.444	0.952	0	0.237
9606.ENSP00000263657	9606.ENSP00000377944	PNO1	UTP14A	9606	0.996	0	0	0	0.338	0.982	0	0.703
9606.ENSP00000264279	9606.ENSP00000315379	NOP58	PRPF3	9606	0.412	0	0	0	0.083	0.205	0	0.258
9606.ENSP00000264279	9606.ENSP00000483001	NOP58	NOP16	9606	0.43	0	0	0	0.287	0	0	0.233
9606.ENSP00000264279	9606.ENSP00000331944	NOP58	AEN	9606	0.437	0	0	0	0.211	0.269	0	0.102
9606.ENSP00000264279	9606.ENSP00000398882	NOP58	DOHH	9606	0.474	0	0	0	0.329	0	0	0.248
9606.ENSP00000264279	9606.ENSP00000315017	NOP58	MRPL1	9606	0.5	0	0	0	0.446	0.125	0	0.053
9606.ENSP00000264279	9606.ENSP00000368887	NOP58	PAK1IP1	9606	0.538	0	0	0	0.511	0	0	0.095
9606.ENSP00000264279	9606.ENSP00000341324	NOP58	SRFBP1	9606	0.567	0.061	0	0	0.241	0.297	0	0.237
9606.ENSP00000264279	9606.ENSP00000364037	NOP58	TEX10	9606	0.582	0	0	0	0.2	0	0.5	0
9606.ENSP00000264279	9606.ENSP00000318966	NOP58	PINX1	9606	0.624	0	0	0	0.381	0.412	0	0.05
9606.ENSP00000264279	9606.ENSP00000355471	NOP58	TFB2M	9606	0.631	0.061	0	0	0.43	0.314	0	0.115
9606.ENSP00000264279	9606.ENSP00000265245	NOP58	LSG1	9606	0.669	0	0	0	0.579	0.099	0	0.198
9606.ENSP00000264279	9606.ENSP00000368565	NOP58	DNAJC2	9606	0.682	0	0	0	0.654	0	0	0.119
9606.ENSP00000264279	9606.ENSP00000496044	NOP58	POLR1C	9606	0.757	0	0	0	0.591	0.288	0	0.232
9606.ENSP00000264279	9606.ENSP00000346120	NOP58	DDX21	9606	0.877	0.057	0	0	0.549	0.492	0	0.498
9606.ENSP00000264279	9606.ENSP00000417559	NOP58	NMD3	9606	0.903	0	0	0	0.826	0.187	0	0.37
9606.ENSP00000264279	9606.ENSP00000402338	NOP58	RPF2	9606	0.95	0	0	0	0.903	0.154	0	0.444
9606.ENSP00000264279	9606.ENSP00000371858	NOP58	NOP2	9606	0.974	0	0	0	0.72	0.726	0	0.687
9606.ENSP00000264279	9606.ENSP00000368459	NOP58	NUFIP1	9606	0.979	0	0	0	0.122	0.727	0.72	0.734
9606.ENSP00000264279	9606.ENSP00000446184	NOP58	RRP12	9606	0.992	0	0	0	0.697	0.963	0	0.412
9606.ENSP00000264279	9606.ENSP00000377944	NOP58	UTP14A	9606	0.998	0	0	0	0.569	0.986	0.54	0.563
9606.ENSP00000264279	9606.ENSP00000327179	NOP58	UTP4	9606	0.999	0	0	0	0.727	0.991	0.54	0.743
9606.ENSP00000264711	9606.ENSP00000359216	DNAJC27	PTBP2	9606	0.432	0	0	0	0.067	0	0	0.417
9606.ENSP00000264711	9606.ENSP00000368565	DNAJC27	DNAJC2	9606	0.464	0	0	0	0	0.053	0	0.457
9606.ENSP00000265245	9606.ENSP00000496044	LSG1	POLR1C	9606	0.421	0	0	0	0.394	0	0	0.084
9606.ENSP00000265245	9606.ENSP00000346120	LSG1	DDX21	9606	0.503	0.041	0	0	0.292	0.186	0	0.206
9606.ENSP00000265245	9606.ENSP00000368887	LSG1	PAK1IP1	9606	0.614	0	0	0	0.437	0	0	0.342
9606.ENSP00000265245	9606.ENSP00000364037	LSG1	TEX10	9606	0.631	0	0	0	0.204	0.31	0	0.383
9606.ENSP00000265245	9606.ENSP00000436679	LSG1	NXF1	9606	0.647	0	0	0	0.118	0.401	0	0.385
9606.ENSP00000265245	9606.ENSP00000327179	LSG1	UTP4	9606	0.781	0	0	0	0.701	0	0	0.296
9606.ENSP00000265245	9606.ENSP00000377944	LSG1	UTP14A	9606	0.806	0	0	0	0.741	0.091	0	0.239
9606.ENSP00000265245	9606.ENSP00000371858	LSG1	NOP2	9606	0.833	0	0	0	0.713	0.274	0	0.261
9606.ENSP00000265245	9606.ENSP00000446184	LSG1	RRP12	9606	0.888	0	0	0	0.695	0	0	0.647
9606.ENSP00000265245	9606.ENSP00000402338	LSG1	RPF2	9606	0.952	0	0	0	0.845	0.326	0	0.584
9606.ENSP00000265245	9606.ENSP00000417559	LSG1	NMD3	9606	0.999	0	0	0	0.619	0.987	0	0.872
9606.ENSP00000265963	9606.ENSP00000306245	GTF2H1	FOS	9606	0.447	0	0	0	0	0	0	0.447
9606.ENSP00000265963	9606.ENSP00000355471	GTF2H1	TFB2M	9606	0.451	0	0	0	0.104	0.105	0	0.37
9606.ENSP00000265963	9606.ENSP00000339976	GTF2H1	TAF1A	9606	0.51	0	0	0	0.062	0	0.5	0
9606.ENSP00000265963	9606.ENSP00000496044	GTF2H1	POLR1C	9606	0.746	0	0	0	0.054	0.502	0.5	0.051
9606.ENSP00000265963	9606.ENSP00000476136	GTF2H1	H2BC11	9606	0.813	0	0	0	0	0.813	0	0
9606.ENSP00000265963	9606.ENSP00000484789	GTF2H1	H4C5	9606	0.838	0	0	0	0	0.836	0	0.049
9606.ENSP00000268483	9606.ENSP00000446184	TXNL4B	RRP12	9606	0.51	0	0	0	0.049	0	0	0.506
9606.ENSP00000268483	9606.ENSP00000315379	TXNL4B	PRPF3	9606	0.901	0	0	0	0.054	0.781	0.54	0.091
9606.ENSP00000269576	9606.ENSP00000484789	KRT10	H4C5	9606	0.433	0	0	0	0.086	0.123	0	0.35
9606.ENSP00000270538	9606.ENSP00000483001	TIMM44	NOP16	9606	0.409	0	0	0	0.115	0	0	0.36
9606.ENSP00000270538	9606.ENSP00000315017	TIMM44	MRPL1	9606	0.508	0	0	0	0.245	0	0	0.375
9606.ENSP00000278070	9606.ENSP00000364037	PPRC1	TEX10	9606	0.417	0	0	0	0.417	0	0	0
9606.ENSP00000278070	9606.ENSP00000371858	PPRC1	NOP2	9606	0.536	0	0	0	0.536	0	0	0
9606.ENSP00000278070	9606.ENSP00000355471	PPRC1	TFB2M	9606	0.76	0	0	0	0.258	0	0.5	0.406
9606.ENSP00000278070	9606.ENSP00000386023	PPRC1	BUD31	9606	0.826	0	0	0	0.115	0.783	0	0.166
9606.ENSP00000278949	9606.ENSP00000295694	MPZL3	TMEM79	9606	0.65	0	0	0	0.108	0.61	0	0.075
9606.ENSP00000280377	9606.ENSP00000358151	USP15	H2BC21	9606	0.501	0	0	0	0.042	0.345	0	0.269
9606.ENSP00000280377	9606.ENSP00000315379	USP15	PRPF3	9606	0.755	0	0	0	0.095	0.42	0	0.572
9606.ENSP00000285071	9606.ENSP00000434729	FLCN	ATP6V0B	9606	0.424	0	0	0	0	0	0.4	0.08
9606.ENSP00000285071	9606.ENSP00000424183	FLCN	LAMTOR3	9606	0.933	0	0	0	0	0.837	0.4	0.372
9606.ENSP00000285071	9606.ENSP00000362092	FLCN	RRAGC	9606	0.999	0	0	0	0.105	0.93	0.9	0.89
9606.ENSP00000289316	9606.ENSP00000339976	H2BC5	TAF1A	9606	0.412	0	0	0	0.042	0	0.4	0.06
9606.ENSP00000289316	9606.ENSP00000346120	H2BC5	DDX21	9606	0.427	0	0	0	0	0.071	0.4	0.055
9606.ENSP00000289316	9606.ENSP00000486891	H2BC5	TCF7L2	9606	0.499	0	0	0	0	0	0.5	0
9606.ENSP00000289316	9606.ENSP00000496044	H2BC5	POLR1C	9606	0.561	0	0	0	0.044	0.271	0.4	0.075
9606.ENSP00000289316	9606.ENSP00000372689	H2BC5	STAG1	9606	0.57	0	0	0	0	0.098	0.5	0.125
9606.ENSP00000289316	9606.ENSP00000306245	H2BC5	FOS	9606	0.599	0	0	0	0.067	0.072	0.5	0.184
9606.ENSP00000289316	9606.ENSP00000360266	H2BC5	JUN	9606	0.61	0	0	0	0.063	0.071	0.5	0.21
9606.ENSP00000289316	9606.ENSP00000476136	H2BC5	H2BC11	9606	0.627	0	0	0.048	0.337	0.127	0.4	0.046
9606.ENSP00000289316	9606.ENSP00000346986	H2BC5	WAC	9606	0.64	0	0	0	0.067	0	0.5	0.29
9606.ENSP00000289316	9606.ENSP00000300093	H2BC5	PLK1	9606	0.684	0	0	0	0.076	0	0.5	0.371
9606.ENSP00000289316	9606.ENSP00000367203	H2BC5	KDM6A	9606	0.699	0	0	0	0.06	0.316	0.5	0.175
9606.ENSP00000289316	9606.ENSP00000355656	H2BC5	H2AW	9606	0.713	0	0.018	0	0.296	0.178	0.4	0.27
9606.ENSP00000289316	9606.ENSP00000339566	H2BC5	H1-2	9606	0.89	0	0.007	0	0.789	0.116	0	0.459
9606.ENSP00000289316	9606.ENSP00000484789	H2BC5	H4C5	9606	0.946	0	0.06	0	0.474	0.831	0	0.431
9606.ENSP00000289316	9606.ENSP00000358151	H2BC5	H2BC21	9606	0.966	0	0	0.048	0.72	0.812	0.4	0.052
9606.ENSP00000289316	9606.ENSP00000367022	H2BC5	H2AC6	9606	0.998	0	0.018	0	0.822	0.967	0.4	0.595
9606.ENSP00000292303	9606.ENSP00000297435	CCR5	DEFA4	9606	0.414	0	0	0	0.059	0	0	0.403
9606.ENSP00000292303	9606.ENSP00000381601	CCR5	MX1	9606	0.42	0	0	0	0.124	0	0	0.365
9606.ENSP00000295756	9606.ENSP00000496832	TRAT1	ISG15	9606	0.491	0	0	0	0.063	0	0	0.479
9606.ENSP00000295926	9606.ENSP00000362820	CCNL1	SRSF3	9606	0.45	0	0	0	0.137	0.292	0	0.173
9606.ENSP00000295926	9606.ENSP00000394734	CCNL1	CLK1	9606	0.568	0	0	0	0.535	0	0	0.11
9606.ENSP00000297071	9606.ENSP00000316948	TRA2A	CLK4	9606	0.412	0	0	0	0.144	0.099	0	0.298
9606.ENSP00000297071	9606.ENSP00000349748	TRA2A	SFPQ	9606	0.44	0	0	0	0.193	0.071	0	0.312
9606.ENSP00000297071	9606.ENSP00000359216	TRA2A	PTBP2	9606	0.442	0	0	0	0.071	0.05	0	0.418
9606.ENSP00000297071	9606.ENSP00000480421	TRA2A	SRRT	9606	0.497	0	0	0	0.205	0.317	0	0.147
9606.ENSP00000297071	9606.ENSP00000386023	TRA2A	BUD31	9606	0.53	0	0	0	0.099	0.417	0	0.176
