5,AY646426.1,95.886,316,0,2,166,481,1131,1433,1.39e-136,499
5,FJ455823.1,95.886,316,0,2,166,481,1086,1388,1.39e-136,499
5,GQ477297.1,95.570,316,1,2,166,481,1086,1388,6.47e-135,494
5,FJ390062.2,95.570,316,1,2,166,481,1131,1433,6.47e-135,494
5,JF795111.1,95.570,316,1,2,166,481,1131,1433,6.47e-135,494
5,CY005521.1,95.253,316,2,2,166,481,1131,1433,3.01e-133,488
5,EF155134.1,95.253,316,2,2,166,481,1086,1388,3.01e-133,488
5,DQ997151.1,95.253,316,2,2,166,481,1131,1433,3.01e-133,488
5,DQ981611.2,95.253,316,2,2,166,481,1086,1388,3.01e-133,488
5,CY005527.1,95.253,316,2,2,166,481,1131,1433,3.01e-133,488
6,KY785940.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785940.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785940.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY471125.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY471125.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY471125.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785948.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785948.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785948.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785939.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785939.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785939.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785965.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785965.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785965.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785969.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785969.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785969.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785947.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785947.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785947.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY786017.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY786017.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY786017.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785949.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785949.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785949.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
6,KY785970.1,96.685,362,0,1,636,997,4368,4717,5.39e-164,592
6,KY785970.1,99.351,154,0,1,383,535,4219,4372,1.71e-69,278
6,KY785970.1,88.608,79,0,3,11,89,12619,12688,3.10e-12,87.9
7,PV682585.1,91.988,337,0,1,146,455,3919,4255,7.77e-121,448
7,PV682585.1,100.000,133,0,0,850,982,3917,4049,3.04e-60,246
7,OQ652965.1,91.988,337,0,1,146,455,4024,4360,7.77e-121,448
7,OQ652965.1,100.000,133,0,0,850,982,4022,4154,3.04e-60,246
7,OM256481.1,91.988,337,0,1,146,455,4024,4360,7.77e-121,448
7,OM256481.1,100.000,133,0,0,850,982,4022,4154,3.04e-60,246
7,OP809583.1,91.988,337,0,1,146,455,4012,4348,7.77e-121,448
7,OP809583.1,100.000,133,0,0,850,982,4010,4142,3.04e-60,246
7,OR838780.1,91.988,337,0,1,146,455,3966,4302,7.77e-121,448
7,OR838780.1,100.000,133,0,0,850,982,3964,4096,3.04e-60,246
7,MW945433.1,91.988,337,0,1,146,455,3928,4264,7.77e-121,448
7,MW945433.1,100.000,133,0,0,850,982,3926,4058,3.04e-60,246
7,PP815632.1,91.988,337,0,1,146,455,3927,4263,7.77e-121,448
7,PP815632.1,100.000,133,0,0,850,982,3925,4057,3.04e-60,246
7,OR389321.1,91.988,337,0,1,146,455,3991,4327,7.77e-121,448
7,OR389321.1,100.000,133,0,0,850,982,3989,4121,3.04e-60,246
7,OM257419.1,91.988,337,0,1,146,455,4024,4360,7.77e-121,448
7,OM257419.1,100.000,133,0,0,850,982,4022,4154,3.04e-60,246
7,OR389326.1,91.988,337,0,1,146,455,3991,4327,7.77e-121,448
7,OR389326.1,100.000,133,0,0,850,982,3989,4121,3.04e-60,246
8,AY646426.1,96.013,301,0,1,26,314,1130,1430,2.12e-130,479
8,FJ455823.1,96.013,301,0,1,26,314,1085,1385,2.12e-130,479
8,GQ477297.1,95.681,301,1,1,26,314,1085,1385,9.85e-129,473
8,FJ390062.2,95.681,301,1,1,26,314,1130,1430,9.85e-129,473
8,JF795111.1,95.681,301,1,1,26,314,1130,1430,9.85e-129,473
8,CY024577.2,95.349,301,2,1,26,314,1085,1385,4.58e-127,468
8,CY005521.1,95.349,301,2,1,26,314,1130,1430,4.58e-127,468
8,EF155134.1,95.349,301,2,1,26,314,1085,1385,4.58e-127,468
8,DQ997151.1,95.349,301,2,1,26,314,1130,1430,4.58e-127,468
8,DQ981611.2,95.349,301,2,1,26,314,1085,1385,4.58e-127,468
9,KY785940.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785940.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785940.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY471125.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY471125.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY471125.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785948.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785948.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785948.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785939.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785939.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785939.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785965.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785965.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785965.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785969.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785969.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785969.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785947.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785947.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785947.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY786017.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY786017.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY786017.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785949.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785949.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785949.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
9,KY785970.1,100.000,217,0,0,486,702,4425,4641,6.89e-107,401
9,KY785970.1,100.000,208,0,0,34,241,4217,4424,6.94e-102,385
9,KY785970.1,100.000,76,0,0,1064,1139,4642,4717,1.66e-28,141
10,CP140732.2,100.000,578,0,0,2900,3477,4094710,4094133,0.0,1068
10,CP140732.2,96.980,596,0,1,1062,1657,4094710,4094133,0.0,985
10,CP183506.1,100.000,578,0,0,2900,3477,887637,888214,0.0,1068
10,CP183506.1,96.828,599,1,1,1059,1657,887634,888214,0.0,985
10,CP176561.1,100.000,578,0,0,2900,3477,4076067,4075490,0.0,1068
10,CP176561.1,96.980,596,0,1,1062,1657,4076067,4075490,0.0,985
10,CP183583.1,100.000,578,0,0,2900,3477,3916899,3916322,0.0,1068
10,CP183583.1,96.980,596,0,1,1062,1657,3916899,3916322,0.0,985
10,CP176707.1,100.000,578,0,0,2900,3477,758652,759229,0.0,1068
10,CP176707.1,96.828,599,1,1,1059,1657,758649,759229,0.0,985
10,CP140744.2,100.000,578,0,0,2900,3477,4041441,4040864,0.0,1068
10,CP140744.2,96.980,596,0,1,1062,1657,4041441,4040864,0.0,985
10,CP183518.1,100.000,578,0,0,2900,3477,3917233,3916656,0.0,1068
10,CP183518.1,96.980,596,0,1,1062,1657,3917233,3916656,0.0,985
10,CP189996.1,100.000,578,0,0,2900,3477,2818,3395,0.0,1068
10,CP189996.1,96.828,599,1,1,1059,1657,2815,3395,0.0,985
10,CP183631.1,100.000,578,0,0,2900,3477,3917092,3916515,0.0,1068
10,CP183631.1,96.980,596,0,1,1062,1657,3917092,3916515,0.0,985
10,CP131746.1,100.000,578,0,0,2900,3477,2608860,2608283,0.0,1068
10,CP131746.1,96.980,596,0,1,1062,1657,2608860,2608283,0.0,985
11,CP176685.1,99.664,298,0,1,671,968,757665,757961,1.18e-149,544
11,CP176685.1,99.346,153,1,0,1,153,757459,757611,1.32e-69,278
11,CP176685.1,98.551,138,2,0,1104,1241,757958,758095,1.34e-59,244
11,CP176685.1,100.000,55,0,0,373,427,757611,757665,8.55e-17,102
11,CP087533.1,99.664,298,0,1,671,968,3660620,3660324,1.18e-149,544
11,CP087533.1,99.346,153,1,0,1,153,3660826,3660674,1.32e-69,278
11,CP087533.1,99.275,138,1,0,1104,1241,3660327,3660190,2.89e-61,250
11,CP087533.1,100.000,55,0,0,373,427,3660674,3660620,8.55e-17,102
11,CP130151.1,99.664,298,0,1,671,968,4353006,4352710,1.18e-149,544
11,CP130151.1,99.346,153,1,0,1,153,4353212,4353060,1.32e-69,278
11,CP130151.1,99.275,138,1,0,1104,1241,4352713,4352576,2.89e-61,250
11,CP130151.1,100.000,55,0,0,373,427,4353060,4353006,8.55e-17,102
11,CP176561.1,99.664,298,0,1,671,968,4077134,4076838,1.18e-149,544
11,CP176561.1,100.000,153,0,0,1,153,4077340,4077188,2.85e-71,283
11,CP176561.1,100.000,138,0,0,1104,1241,4076841,4076704,6.20e-63,255
11,CP176561.1,100.000,55,0,0,373,427,4077188,4077134,8.55e-17,102
11,CP087538.1,99.664,298,0,1,671,968,2588494,2588198,1.18e-149,544
11,CP087538.1,99.346,153,1,0,1,153,2588700,2588548,1.32e-69,278
11,CP087538.1,99.275,138,1,0,1104,1241,2588201,2588064,2.89e-61,250
11,CP087538.1,100.000,55,0,0,373,427,2588548,2588494,8.55e-17,102
11,CP176707.1,99.664,298,0,1,671,968,757585,757881,1.18e-149,544
11,CP176707.1,99.346,153,1,0,1,153,757379,757531,1.32e-69,278
11,CP176707.1,98.551,138,2,0,1104,1241,757878,758015,1.34e-59,244
11,CP176707.1,100.000,55,0,0,373,427,757531,757585,8.55e-17,102
11,CP104805.1,99.664,298,0,1,671,968,4063888,4063592,1.18e-149,544
11,CP104805.1,100.000,153,0,0,1,153,4064094,4063942,2.85e-71,283
11,CP104805.1,100.000,138,0,0,1104,1241,4063595,4063458,6.20e-63,255
11,CP104805.1,100.000,55,0,0,373,427,4063942,4063888,8.55e-17,102
11,CP169338.1,99.664,298,0,1,671,968,1029280,1028984,1.18e-149,544
11,CP169338.1,99.346,153,1,0,1,153,1029486,1029334,1.32e-69,278
11,CP169338.1,99.275,138,1,0,1104,1241,1028987,1028850,2.89e-61,250
11,CP169338.1,100.000,55,0,0,373,427,1029334,1029280,8.55e-17,102
11,CP169348.1,99.664,298,0,1,671,968,4053628,4053332,1.18e-149,544
11,CP169348.1,99.346,153,1,0,1,153,4053834,4053682,1.32e-69,278
11,CP169348.1,98.551,138,2,0,1104,1241,4053335,4053198,1.34e-59,244
11,CP169348.1,100.000,55,0,0,373,427,4053682,4053628,8.55e-17,102
11,CP168931.1,99.664,298,0,1,671,968,4066658,4066362,1.18e-149,544
11,CP168931.1,98.693,153,2,0,1,153,4066864,4066712,6.16e-68,272
11,CP168931.1,97.101,138,4,0,1104,1241,4066365,4066228,2.91e-56,233
11,CP168931.1,100.000,55,0,0,373,427,4066712,4066658,8.55e-17,102


